,merchantid,alitype,alidecription,wemname,wedate,wemethod,wetype,wedescription
317709,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
317710,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
317763,869534148120001,套现,套现风险（套现风险极高）,,,,,
317764,869534148120001,套现,套现风险（套现风险极高）,,,,,
317801,869534148120001,套现,套现风险（套现风险极高）,,,,,
317802,869534148120001,套现,套现风险（套现风险极高）,,,,,
317893,869304010010012,套现,套现风险（套现风险极高）,,,,,
317977,869290889120002,套现,套现风险（套现风险极高）,,,,,
317978,869290889120002,套现,套现风险（套现风险极高）,,,,,
318036,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318037,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318038,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318071,869290889120002,套现,套现风险（套现风险极高）,,,,,
318072,869290889120002,套现,套现风险（套现风险极高）,,,,,
318175,869290004190019,套现,套现风险（套现风险极高）,,,,,
318275,869304010010012,套现,套现风险（套现风险极高）,,,,,
318301,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318304,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318305,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
318329,869304010010012,套现,套现风险（套现风险极高）,,,,,
318390,869290004190019,套现,套现风险（套现风险极高）,,,,,
318472,869290004190019,套现,套现风险（套现风险极高）,,,,,
318652,869397004140001,赌博,赌博风险（关闭支付权限）,泉州市快乐驿站快递,2020/3/21 23:55,交易拦截,拦截,涉嫌实时交易异常
318671,869521010010025,套现,套现风险（套现风险极高）,,,,,
318672,869521010010025,套现,套现风险（套现风险极高）,,,,,
318875,869304004220011,套现,套现风险（套现风险极高）,,,,,
318910,869304004220011,套现,套现风险（套现风险极高）,,,,,
318911,869304004220011,套现,套现风险（套现风险极高）,,,,,
319028,869304010010012,套现,套现风险（套现风险极高）,,,,,
319204,869534148120001,套现,套现风险（套现风险极高）,,,,,
319205,869534148120001,套现,套现风险（套现风险极高）,,,,,
319437,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
319442,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
319455,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
319739,869534148120001,套现,套现风险（套现风险极高）,,,,,
319740,869534148120001,套现,套现风险（套现风险极高）,,,,,
319794,869466001030002,套现,套现风险（套现风险极高）,,,,,
319795,869466001030002,套现,套现风险（套现风险极高）,,,,,
320025,869290465130016,套现,套现风险（套现风险极高）,,,,,
320028,869290465130016,套现,套现风险（套现风险极高）,,,,,
320125,869290465130016,套现,套现风险（套现风险极高）,,,,,
320128,869290465130016,套现,套现风险（套现风险极高）,,,,,
320183,869332775310001,套现,套现风险（套现风险极高）,,,,,
320184,869332775310001,套现,套现风险（套现风险极高）,,,,,
320340,869290465130010,套现,套现风险（套现风险极高）,,,,,
320354,869290465130010,套现,套现风险（套现风险极高）,,,,,
320366,869290465130010,套现,套现风险（套现风险极高）,,,,,
320367,869290465130010,套现,套现风险（套现风险极高）,,,,,
320392,869290465130010,套现,套现风险（套现风险极高）,,,,,
320393,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
320394,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
320419,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
320420,869671007050001,赌博,赌博风险（关闭支付权限）,宜宾市通达游乐城,2020/3/23 21:10,交易拦截,拦截,涉嫌实时交易异常
320542,869290465130016,套现,套现风险（套现风险极高）,,,,,
320543,869290465130016,套现,套现风险（套现风险极高）,,,,,
320637,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
320638,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
320656,869290857120003,套现,套现风险（套现风险极高）,,,,,
320657,869290857120003,套现,套现风险（套现风险极高）,,,,,
320685,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
320686,869290010010112,,,上海城区开心便利店,2020/4/7 21:56,关闭支付权限,处理,涉嫌交易异常
320721,869290465130010,套现,套现风险（套现风险极高）,,,,,
320773,869290465130010,套现,套现风险（套现风险极高）,,,,,
320774,869290465130010,套现,套现风险（套现风险极高）,,,,,
320874,869534148120001,套现,套现风险（套现风险极高）,,,,,
320875,869534148120001,套现,套现风险（套现风险极高）,,,,,
320896,869535006020002,套现,套现风险（套现风险极高）,,,,,
320905,869290465130010,套现,套现风险（套现风险极高）,,,,,
320917,869534148120001,套现,套现风险（套现风险极高）,,,,,
320918,869534148120001,套现,套现风险（套现风险极高）,,,,,
320921,869535006020002,套现,套现风险（套现风险极高）,,,,,
320966,869290465130010,套现,套现风险（套现风险极高）,,,,,
321022,869290465130010,套现,套现风险（套现风险极高）,,,,,
321023,869290465130010,套现,套现风险（套现风险极高）,,,,,
321048,869534148120001,套现,套现风险（套现风险极高）,,,,,
321049,869534148120001,套现,套现风险（套现风险极高）,,,,,
321154,869290465130016,套现,套现风险（套现风险极高）,,,,,
321155,869290465130016,套现,套现风险（套现风险极高）,,,,,
321198,869290465130016,套现,套现风险（套现风险极高）,,,,,
321199,869290465130016,套现,套现风险（套现风险极高）,,,,,
321249,869290465130016,套现,套现风险（套现风险极高）,,,,,
321287,869290465130016,套现,套现风险（套现风险极高）,,,,,
321379,869290465130016,套现,套现风险（套现风险极高）,,,,,
321400,869290465130010,套现,套现风险（套现风险极高）,,,,,
321463,869290465130016,套现,套现风险（套现风险极高）,,,,,
321503,869290465130016,套现,套现风险（套现风险极高）,,,,,
321599,869290465130016,套现,套现风险（套现风险极高）,,,,,
321641,869397004140001,赌博,赌博风险（关闭支付权限）,泉州市快乐驿站快递,2020/3/21 23:55,交易拦截,拦截,涉嫌实时交易异常
321677,869290465130016,套现,套现风险（套现风险极高）,,,,,
321694,869290179970003,套现,套现风险（套现风险极高）,,,,,
321695,869290179970003,套现,套现风险（套现风险极高）,,,,,
321721,869397004140001,赌博,赌博风险（关闭支付权限）,泉州市快乐驿站快递,2020/3/21 23:55,交易拦截,拦截,涉嫌实时交易异常
321722,869534148120001,套现,套现风险（套现风险极高）,,,,,
321723,869534148120001,套现,套现风险（套现风险极高）,,,,,
321726,869290465130016,套现,套现风险（套现风险极高）,,,,,
321793,869290465130016,套现,套现风险（套现风险极高）,,,,,
321820,869534148120001,套现,套现风险（套现风险极高）,,,,,
321821,869534148120001,套现,套现风险（套现风险极高）,,,,,
321867,869290465130016,套现,套现风险（套现风险极高）,,,,,
321870,869290465130016,套现,套现风险（套现风险极高）,,,,,
321927,869290465130016,套现,套现风险（套现风险极高）,,,,,
321933,869290465130016,套现,套现风险（套现风险极高）,,,,,
321971,869290465130016,套现,套现风险（套现风险极高）,,,,,
321974,869534148120001,套现,套现风险（套现风险极高）,,,,,
321975,869534148120001,套现,套现风险（套现风险极高）,,,,,
321990,869290575380005,套现,套现风险（套现风险极高）,,,,,
321997,869290575380005,套现,套现风险（套现风险极高）,,,,,
322008,869290465130016,套现,套现风险（套现风险极高）,,,,,
322011,869290465130016,套现,套现风险（套现风险极高）,,,,,
322046,869290465130016,套现,套现风险（套现风险极高）,,,,,
322048,869290465130016,套现,套现风险（套现风险极高）,,,,,
322076,869290465130016,套现,套现风险（套现风险极高）,,,,,
322104,869397010070001,欺诈,欺诈风险（关闭支付权限）,,,,,
322126,869290465130016,套现,套现风险（套现风险极高）,,,,,
322127,869290465130016,套现,套现风险（套现风险极高）,,,,,
322128,869397010070001,欺诈,欺诈风险（关闭支付权限）,,,,,
322177,869290465130016,套现,套现风险（套现风险极高）,,,,,
322178,869397010070001,欺诈,欺诈风险（关闭支付权限）,,,,,
322183,869290465130016,套现,套现风险（套现风险极高）,,,,,
322223,869290465130016,套现,套现风险（套现风险极高）,,,,,
322227,869290465130016,套现,套现风险（套现风险极高）,,,,,
322251,869521010040002,套现,套现风险（套现风险极高）,,,,,
322252,869521010040002,套现,套现风险（套现风险极高）,,,,,
322300,869290465130016,套现,套现风险（套现风险极高）,,,,,
322301,869290465130016,套现,套现风险（套现风险极高）,,,,,
322343,869521010040002,套现,套现风险（套现风险极高）,,,,,
322403,869521010040002,套现,套现风险（套现风险极高）,,,,,
322443,869534148120001,套现,套现风险（套现风险极高）,,,,,
322444,869534148120001,套现,套现风险（套现风险极高）,,,,,
322447,869521010040002,套现,套现风险（套现风险极高）,,,,,
322448,869521010040002,套现,套现风险（套现风险极高）,,,,,
322473,869290465130010,套现,套现风险（套现风险极高）,,,,,
322474,869290465130010,套现,套现风险（套现风险极高）,,,,,
322530,869803003010001,套现,套现风险（套现风险极高）,,,,,
322531,869803003010001,套现,套现风险（套现风险极高）,,,,,
322565,869693707030001,,,重庆城区大学城南一路金科廊桥水乡三组团5号门2楼洗浴中心,2020/3/28 21:43,交易拦截,拦截,涉嫌实时交易异常
322566,869693707030001,,,重庆城区大学城南一路金科廊桥水乡三组团5号门2楼洗浴中心,2020/3/28 21:43,交易拦截,拦截,涉嫌实时交易异常
322586,869521010040002,套现,套现风险（套现风险极高）,,,,,
322587,869521010040002,套现,套现风险（套现风险极高）,,,,,
322655,869290465130010,套现,套现风险（套现风险极高）,,,,,
322694,869290465130010,套现,套现风险（套现风险极高）,,,,,
322836,869304004220011,套现,套现风险（套现风险极高）,,,,,
322840,869304004220011,套现,套现风险（套现风险极高）,,,,,
322852,869693707030001,,,重庆城区大学城南一路金科廊桥水乡三组团5号门2楼洗浴中心,2020/3/28 21:43,交易拦截,拦截,涉嫌实时交易异常
322853,869693707030001,,,重庆城区大学城南一路金科廊桥水乡三组团5号门2楼洗浴中心,2020/3/28 21:43,交易拦截,拦截,涉嫌实时交易异常
322856,869304004220011,套现,套现风险（套现风险极高）,,,,,
322859,869304004220011,套现,套现风险（套现风险极高）,,,,,
322881,869803003010001,套现,套现风险（套现风险极高）,,,,,
322882,869803003010001,套现,套现风险（套现风险极高）,,,,,
322944,869534148120001,套现,套现风险（套现风险极高）,,,,,
322954,869301010010046,套现,套现风险（套现风险极高）,,,,,
322996,869301010010046,套现,套现风险（套现风险极高）,,,,,
323004,869290373920003,套现,套现风险（套现风险极高）,,,,,
323043,869301010010046,套现,套现风险（套现风险极高）,,,,,
323044,869534148120001,套现,套现风险（套现风险极高）,,,,,
323054,869290373920003,套现,套现风险（套现风险极高）,,,,,
323057,869290373920003,套现,套现风险（套现风险极高）,,,,,
323092,869332789120001,套现,套现风险（套现风险极高）,,,,,
323128,869332789120001,套现,套现风险（套现风险极高）,,,,,
323197,869534148120001,套现,套现风险（套现风险极高）,,,,,
323198,869534148120001,套现,套现风险（套现风险极高）,,,,,
323304,869397004140001,赌博,赌博风险（关闭支付权限）,泉州市快乐驿站快递,2020/3/21 23:55,交易拦截,拦截,涉嫌实时交易异常
323340,869290373920003,套现,套现风险（套现风险极高）,,,,,
323341,869290373920003,套现,套现风险（套现风险极高）,,,,,
323364,869290465130010,套现,套现风险（套现风险极高）,,,,,
323562,869304004220011,套现,套现风险（套现风险极高）,,,,,
323640,869290465130010,套现,套现风险（套现风险极高）,,,,,
323688,869290465130010,套现,套现风险（套现风险极高）,,,,,
323689,869290465130010,套现,套现风险（套现风险极高）,,,,,
323752,869290465130010,套现,套现风险（套现风险极高）,,,,,
323795,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
323840,869290465130010,套现,套现风险（套现风险极高）,,,,,
323878,869290465130010,套现,套现风险（套现风险极高）,,,,,
323879,869290465130010,套现,套现风险（套现风险极高）,,,,,
323924,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324202,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324203,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324234,869521004050005,赌博,赌博风险（关闭支付权限）,,,,,
324250,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324280,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324281,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
324552,869290465130016,套现,套现风险（套现风险极高）,,,,,
324582,869290465130016,套现,套现风险（套现风险极高）,,,,,
324607,869290465130016,套现,套现风险（套现风险极高）,,,,,
324639,869290465130016,套现,套现风险（套现风险极高）,,,,,
324688,869290465130016,套现,套现风险（套现风险极高）,,,,,
324691,869290465130016,套现,套现风险（套现风险极高）,,,,,
324764,869290465130016,套现,套现风险（套现风险极高）,,,,,
324791,869290465130016,套现,套现风险（套现风险极高）,,,,,
324792,869290465130016,套现,套现风险（套现风险极高）,,,,,
325031,869290465130016,套现,套现风险（套现风险极高）,,,,,
325032,869290465130016,套现,套现风险（套现风险极高）,,,,,
325103,869290465130016,套现,套现风险（套现风险极高）,,,,,
325104,869290465130016,套现,套现风险（套现风险极高）,,,,,
325341,869451704220001,套现,套现风险（套现风险极高）,,,,,
325342,869451704220001,套现,套现风险（套现风险极高）,,,,,
325347,869451704220001,套现,套现风险（套现风险极高）,,,,,
325348,869451704220001,套现,套现风险（套现风险极高）,,,,,
325367,869451704220001,套现,套现风险（套现风险极高）,,,,,
325368,869451704220001,套现,套现风险（套现风险极高）,,,,,
325396,869451704220001,套现,套现风险（套现风险极高）,,,,,
325397,869451704220001,套现,套现风险（套现风险极高）,,,,,
325423,869451704220001,套现,套现风险（套现风险极高）,,,,,
325424,869451704220001,套现,套现风险（套现风险极高）,,,,,
325844,869885009060001,,,昌吉回族自治州个体户聂程驾校,2020/4/6 15:18,交易拦截,拦截,涉嫌实时交易异常
325845,869885009060001,,,昌吉回族自治州个体户聂程驾校,2020/4/6 15:18,交易拦截,拦截,涉嫌实时交易异常
326336,869181011010001,赌博,赌博风险（关闭支付权限）,,,,,
326337,869181011010001,赌博,赌博风险（关闭支付权限）,,,,,
326354,869290465130016,套现,套现风险（套现风险极高）,,,,,
326365,869181011010001,赌博,赌博风险（关闭支付权限）,,,,,
326390,869290465130016,套现,套现风险（套现风险极高）,,,,,
326393,869290465130016,套现,套现风险（套现风险极高）,,,,,
326478,869521010040002,套现,套现风险（套现风险极高）,,,,,
326534,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
326557,869521010040002,套现,套现风险（套现风险极高）,,,,,
327009,869521004190006,套现,套现风险（套现风险极高）,,,,,
327010,869521004190006,套现,套现风险（套现风险极高）,,,,,
327054,869521004190006,套现,套现风险（套现风险极高）,,,,,
327055,869521004190006,套现,套现风险（套现风险极高）,,,,,
327103,869521004190006,套现,套现风险（套现风险极高）,,,,,
327104,869521004190006,套现,套现风险（套现风险极高）,,,,,
327276,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
327293,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
327428,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327429,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327522,869521010040002,套现,套现风险（套现风险极高）,,,,,
327523,869521010040002,套现,套现风险（套现风险极高）,,,,,
327575,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327576,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327610,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327611,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327632,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327633,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327647,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327648,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327669,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327670,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
327708,869397003010002,欺诈,欺诈风险（关闭支付权限）,,,,,
328659,869332455990001,套现,套现风险（套现风险极高）,,,,,
328660,869332455990001,套现,套现风险（套现风险极高）,,,,,
328693,869403001020001,赌博,赌博风险（关闭支付权限）,,,,,
328847,869332455990001,套现,套现风险（套现风险极高）,,,,,
328848,869332455990001,套现,套现风险（套现风险极高）,,,,,
328884,869451704220001,套现,套现风险（套现风险极高）,,,,,
329119,869476110010001,套现,套现风险（套现风险极高）,菏泽市村头超市零售,2020/4/7 12:59,交易拦截,拦截,涉嫌实时交易异常
329173,869451010010018,套现,套现风险（套现风险极高）,,,,,
329739,869476110010001,套现,套现风险（套现风险极高）,菏泽市村头超市零售,2020/4/7 12:59,交易拦截,拦截,涉嫌实时交易异常
329816,869395002020001,欺诈,欺诈风险（关闭支付权限）,,,,,
329850,869395002020001,欺诈,欺诈风险（关闭支付权限）,,,,,
330462,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
330825,869304008010001,套现,套现风险（套现风险极高）,,,,,
330893,869521004190006,套现,套现风险（套现风险极高）,,,,,
330894,869521004190006,套现,套现风险（套现风险极高）,,,,,
330926,869521004190006,套现,套现风险（套现风险极高）,,,,,
330927,869521004190006,套现,套现风险（套现风险极高）,,,,,
330965,869521004190006,套现,套现风险（套现风险极高）,,,,,
330966,869521004190006,套现,套现风险（套现风险极高）,,,,,
331916,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
332033,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
332254,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
332255,869498001030001,欺诈,欺诈风险（关闭支付权限）,,,,,
332880,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
332881,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
332992,869473610010001,套现,套现风险（套现风险极高）,,,,,
333012,869473610010001,套现,套现风险（套现风险极高）,,,,,
333031,869473602050001,赌博,赌博风险（关闭支付权限）,,,,,
333060,869473610010001,套现,套现风险（套现风险极高）,,,,,
333283,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333289,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333293,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333294,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333295,869665001030002,套现,套现风险（套现风险极高）,,,,,
333320,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333323,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333344,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333345,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333367,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333368,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333402,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333419,869391004220025,套现,套现风险（套现风险极高）,,,,,
333420,869391004220025,套现,套现风险（套现风险极高）,,,,,
333432,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333433,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333434,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
333435,869403004220004,,,宁德市个体户龚有实便利店,2020/3/11 11:52,交易拦截,拦截,涉嫌实时交易异常
333476,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333553,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333554,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333576,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333577,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333594,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333595,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333610,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333611,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333624,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333625,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333669,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333691,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333749,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333750,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333774,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333775,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333783,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333786,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333791,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333792,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333821,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333833,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333840,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
333890,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
333891,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
333963,869498009030001,套现,套现风险（套现风险极高）,,,,,
334073,869302002040001,套现,套现风险（套现风险极高）,,,,,
334074,869302002040001,套现,套现风险（套现风险极高）,,,,,
334104,869302002040001,套现,套现风险（套现风险极高）,,,,,
334105,869302002040001,套现,套现风险（套现风险极高）,,,,,
334115,869302002040001,套现,套现风险（套现风险极高）,,,,,
334155,869302002040001,套现,套现风险（套现风险极高）,,,,,
334202,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
334208,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
334219,869451004010003,,,济南市秋子肌肤美容,2020/4/1 17:04,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
334376,869302002040001,套现,套现风险（套现风险极高）,,,,,
334377,869302002040001,套现,套现风险（套现风险极高）,,,,,
334712,869521004190006,套现,套现风险（套现风险极高）,,,,,
334713,869521004190006,套现,套现风险（套现风险极高）,,,,,
334798,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
334799,869100007010004,,,北京城区麦乐迪KTV,2020/2/24 12:04,交易拦截,拦截,涉嫌实时交易异常
334978,869302002040001,套现,套现风险（套现风险极高）,,,,,
335001,869302002040001,套现,套现风险（套现风险极高）,,,,,
335018,869302002040001,套现,套现风险（套现风险极高）,,,,,
335019,869302002040001,套现,套现风险（套现风险极高）,,,,,
335082,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
335087,869651003010007,赌博,赌博风险（关闭支付权限）,成都市个体户陈阳志新鲜水果,2020/4/3 21:21,交易拦截,拦截,涉嫌实时交易异常
335103,869541010010002,套现,套现风险（套现风险极高）,,,,,
